rule_name,description,benchmark,benchmark_default,gpt_answer,gpt_configuration,valid_config,module_tp,module_fp,module_fn,option_name_tp,option_name_fp,option_name_fn,option_value_tp,option_value_fp,option_value_fn
6.2.6 Non-constant field names,"Non-constant field names (static or otherwise) are written in `lowerCamelCase` , with a trailing underscore for private fields.
 These names are typically nouns or noun phrases. For example, `computedValues` or `index_` .",camelcase: error,"camelcase: ['error', {'properties': 'always', 'ignoreDestructuring': 'OurSetDefault', 'ignoreImports': 'OurSetDefault', 'ignoreGlobals': 'OurSetDefault'}]",Yes,"camelcase: ['error', {'properties': 'always', 'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False}]
no-underscore-dangle: ['error', {'allow': ['_'], 'allowAfterThis': True, 'allowAfterSuper': True, 'enforceInMethodNames': False}]",true,camelcase,no-underscore-dangle,,camelcase,no-underscore-dangle,,camelcase,no-underscore-dangle,
6.2.7 Parameter names,"Parameter names are written in `lowerCamelCase` . Note that this applies even if the parameter expects a constructor.
 One-character parameter names should not be used in public methods.
 Exception : When required by a third-party framework, parameter names may begin with a `$` . This exception does not apply to any other identifiers (e.g. local variables or properties).",camelcase: error,"camelcase: ['error', {'properties': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault', 'ignoreImports': 'OurSetDefault', 'ignoreGlobals': 'OurSetDefault'}]",Yes,"camelcase: ['error', {'properties': 'never', 'ignoreDestructuring': False, 'ignoreImports': False, 'ignoreGlobals': False}]
id-length: ['error', {'min': 2, 'exceptions': ['$', '_']}]",true,camelcase,id-length,,camelcase,id-length,,camelcase,id-length,
6.2.8 Local variable names,"Local variable names are written in `lowerCamelCase` , except for module-local (top-level) constants, as described above. Constants in function scopes are still named in `lowerCamelCase` . Note that `lowerCamelCase` is used even if the variable holds a constructor.",camelcase: error,"camelcase: ['error', {'properties': 'OurSetDefault', 'ignoreDestructuring': 'OurSetDefault', 'ignoreImports': 'OurSetDefault', 'ignoreGlobals': False}]",Yes,"camelcase: ['error', {'properties': 'never'}]",true,camelcase,,,,camelcase,camelcase,,camelcase,camelcase
6.2.9 Template parameter names,"Template parameter names should be concise, single-word or single-letter identifiers, and must be all-caps, such as `TYPE` or `THIS` .",,,Yes,"id-match: ['^[A-Z]+$', {'properties': True, 'onlyDeclarations': True, 'ignoreDestructuring': False}]",true,,id-match,,,id-match,,,id-match,
6.2.10 Module-local names,"Module-local names that are not exported are implicitly private. They are not marked `@private` and do not end in an underscore. This applies to classes, functions, variables, constants, enums, and other module-local identifiers.",,,Yes,"no-underscore-dangle: ['error', {'allowAfterThis': False, 'allowAfterSuper': False, 'enforceInMethodNames': True}]
no-unused-vars: ['error', {'vars': 'all', 'args': 'after-used', 'ignoreRestSiblings': True}]
no-use-before-define: ['error', {'functions': True, 'classes': True, 'variables': True}]",true,,"no-underscore-dangle
no-unused-vars
no-use-before-define",,,"no-underscore-dangle
no-unused-vars
no-use-before-define",,,"no-underscore-dangle
no-unused-vars
no-use-before-define",
6.3 Camel case: defined,"Sometimes there is more than one reasonable way to convert an English phrase into camel case, such as when acronyms or unusual constructs like IPv6 or iOS are present. To improve predictability, Google Style specifies the following (nearly) deterministic scheme.
 Beginning with the prose form of the name:
 Convert the phrase to plain ASCII and remove any apostrophes. For example, Müller's algorithm might become Muellers algorithm . 
 Divide this result into words, splitting on spaces and any remaining punctuation (typically hyphens). 
 Recommended: if any word already has a conventional camel case appearance in common usage, split this into its constituent parts (e.g., AdWords becomes ad words ). Note that a word such as iOS is not really in camel case per se; it defies any convention, so this recommendation does not apply. 
 Now lowercase everything (including acronyms), then uppercase only the first character of: 
 … each word, to yield upper camel case, or 
 … each word except the first, to yield lower camel case 
 Finally, join all the words into a single identifier.
 Note that the casing of the original words is almost entirely disregarded.
 Examples:
 Prose form 
 Correct 
 Incorrect 
 XML HTTP request 
 XmlHttpRequest 
 XMLHTTPRequest 
 new customer ID 
 newCustomerId 
 newCustomerID 
 inner stopwatch 
 innerStopwatch 
 innerStopWatch 
 supports IPv6 on iOS? 
 supportsIpv6OnIos 
 supportsIPv6OnIOS 
 YouTube importer 
 YouTubeImporter 
 YoutubeImporter*
 *Acceptable, but not recommended.
 Note: Some words are ambiguously hyphenated in the English language: for example nonempty and non-empty are both correct, so the method names checkNonempty and checkNonEmpty are likewise both correct.",,,Yes,"camelcase: ['error', {'properties': 'always'}]",true,,camelcase,,,camelcase,,,camelcase,
7 JSDoc,"JSDoc is used on all classes, fields, and methods.","require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True}}]","require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': 'OurSetDefault', 'FunctionExpression': 'OurSetDefault'}}]",Yes,"require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]
valid-jsdoc: ['error', {'requireReturn': False, 'requireReturnType': True, 'requireParamDescription': False, 'requireReturnDescription': False, 'prefer': {'returns': 'return'}}]",true,require-jsdoc,valid-jsdoc,,require-jsdoc,valid-jsdoc,,,"require-jsdoc
valid-jsdoc",require-jsdoc
7.1 General form,"The basic formatting of JSDoc blocks is as seen in this example:
 /**
  * Multiple lines of JSDoc text are written here,
  * wrapped normally.
  * @param {number} arg A number to do something to.
  */
 function doSomething(arg) { … }
 
 or in this single-line example:
 /** @const @private {!Foo} A short bit of JSDoc. */
 this.foo_ = foo;
 
 If a single-line comment overflows into multiple lines, it must use the multi-line style with `/**` and `*/` on their own lines.
 Many tools extract metadata from JSDoc comments to perform code validation and optimization. As such, these comments must be well-formed.",valid-jsdoc: error,"valid-jsdoc: ['error', {'prefer': 'OurSetDefault', 'preferType': 'OurSetDefault', 'requireReturn': 'OurSetDefault', 'requireReturnType': 'OurSetDefault', 'matchDescription': 'OurSetDefault', 'requireParamDescription': 'OurSetDefault', 'requireReturnDescription': 'OurSetDefault', 'requireParamType': 'OurSetDefault'}]",Yes,"valid-jsdoc: ['error', {'requireReturn': False, 'requireParamDescription': True, 'requireReturnDescription': True, 'requireReturnType': True, 'requireParamType': True, 'matchDescription': '.+', 'prefer': {'returns': 'return'}}]
spaced-comment: ['error', 'always', {'block': {'balanced': True, 'markers': ['*'], 'exceptions': ['-', '+']}}]
multiline-comment-style: ['error', 'starred-block']",true,valid-jsdoc,"spaced-comment
multiline-comment-style",,valid-jsdoc,"spaced-comment
multiline-comment-style",,valid-jsdoc,"spaced-comment
multiline-comment-style",
7.2 Markdown,"JSDoc is written in Markdown, though it may include HTML when necessary.
 Note that tools that automatically extract JSDoc (e.g. JsDossier ) will often ignore plain text formatting, so if you did this:
 /**
  * Computes weight based on three factors:
  * items sent
  * items received
  * last timestamp
  */
 
 it would come out like this:
 Computes weight based on three factors: items sent items received last timestamp
 
 Instead, write a Markdown list:
 /**
  * Computes weight based on three factors:
  *
  * - items sent
  * - items received
  * - last timestamp
  */",,,Yes,"valid-jsdoc: ['error', {'requireReturn': False, 'requireParamDescription': False, 'requireReturnDescription': False, 'prefer': {'returns': 'return'}, 'preferType': {'Boolean': 'boolean', 'Number': 'number', 'Object': 'object', 'String': 'string'}, 'matchDescription': '.+', 'requireParamType': True, 'requireReturnType': True}]
require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]",true,,"valid-jsdoc
require-jsdoc",,,"valid-jsdoc
require-jsdoc",,,"valid-jsdoc
require-jsdoc",
7.3 JSDoc tags,"Google style allows a subset of JSDoc tags. See ?? for the complete list. Most tags must occupy their own line, with the tag at the beginning of the line.
 Disallowed:
 /**
  * The ""param"" tag must occupy its own line and may not be combined.
  * @param {number} left @param {number} right
  */
 function add(left, right) { ... }
 
 Simple tags that do not require any additional data (such as `@private` , `@const` , `@final` , `@export` ) may be combined onto the same line, along with an optional type when appropriate.
 /**
  * Place more complex annotations (like ""implements"" and ""template"")
  * on their own lines. Multiple simple tags (like ""export"" and ""final"")
  * may be combined in one line.
  * @export @final
  * @implements {Iterable<TYPE>}
  * @template TYPE
  */
 class MyClass {
  /**
  * @param {!ObjType} obj Some object.
  * @param {number=} num An optional number.
  */
  constructor(obj, num = 42) {
  /** @private @const {!Array<!ObjType|number>} */
  this.data_ = [obj, num];
  }
 }
 
 There is no hard rule for when to combine tags, or in which order, but be consistent.
 For general information about annotating types in JavaScript see Annotating JavaScript for the Closure Compiler and Types in the Closure Type
 System .",,,Yes,"valid-jsdoc: ['error', {'requireParamDescription': True, 'requireReturnDescription': True, 'requireReturn': False, 'prefer': {'returns': 'return'}, 'preferType': {'Boolean': 'boolean', 'Number': 'number', 'String': 'string', 'object': 'Object', 'array': 'Array'}, 'matchDescription': '.+', 'requireParamType': True, 'requireReturnType': True, 'tagNamePreference': {'param': 'param', 'returns': 'return', 'private': 'private', 'const': 'const', 'final': 'final', 'export': 'export', 'implements': 'implements', 'template': 'template'}}]
require-jsdoc: ['error', {'require': {'FunctionDeclaration': True, 'MethodDefinition': True, 'ClassDeclaration': True, 'ArrowFunctionExpression': False, 'FunctionExpression': False}}]",true,,"valid-jsdoc
require-jsdoc",,,"valid-jsdoc
require-jsdoc",,,"valid-jsdoc
require-jsdoc",
7.4 Line wrapping,"Line-wrapped block tags are indented four spaces. Wrapped description text may be lined up with the description on previous lines, but this horizontal alignment is discouraged.
 /**
  * Illustrates line wrapping for long param/return descriptions.
  * @param {string} foo This is a param with a description too long to fit in
  * one line.
  * @return {number} This returns something that has a description too long to
  * fit in one line.
  */
 exports.method = function(foo) {
  return 5;
 };
 
 Do not indent when wrapping a `@desc` or `@fileoverview` description.",,,Yes,"valid-jsdoc: ['error', {'requireReturn': False, 'requireParamDescription': True, 'requireReturnDescription': True, 'prefer': {'returns': 'return'}, 'matchDescription': '.+', 'requireParamType': True, 'requireReturnType': True, 'preferType': {'String': 'string', 'Number': 'number', 'Boolean': 'boolean', 'object': 'Object', 'array': 'Array', 'function': 'Function'}}]
multiline-comment-style: ['error', 'starred-block']",true,,"valid-jsdoc
multiline-comment-style",,,"valid-jsdoc
multiline-comment-style",,,"valid-jsdoc
multiline-comment-style",
